Record ID,Subject Heading,General Heading Note,Title,Number,Date,Geographic Location,Corporate Name,Personal Name
"1625","Trains.  Passenger",,"San Joaquin Daylight",,"Aug. 1956",,"Southern Pacific",
"1626","Trains.  Passenger",,"San Joaquin Daylight",,"Apr. 27, 1958",,"Southern Pacific",
"1627","Trains.  Passenger",,"San Francisco Challenger",,,,"Southern Pacific",
"1628","Trains.  Passenger",,"San Francisco Challenger",,"Jun. 2, 1947",,"Southern Pacific",
"1629","Trains.  Passenger",,"San Francisco Overland",,,,"Southern Pacific",
"1630","Trains.  Passenger",,"San Francisco Overland",,"Mar. 14, 1947",,"Southern Pacific",
"1631","Trains.  Passenger",,"San Francisco Overland",,"Jun. 15, 1947",,"Southern Pacific",
"1632","Trains.  Passenger",,"San Francisco Overland",,"Aug. 4, 1947",,"Southern Pacific",
"1633","Trains.  Passenger",,"San Francisco Overland",,"Oct. 1949",,"Southern Pacific",
"1634","Trains.  Passenger",,"San Francisco Overland Limited",,,,"Southern Pacific",
"1635","Trains.  Passenger",,"San Joaquin",,,,"Southern Pacific",
"1636","Trains.  Passenger",,"San Joaquin",,"Aug. 8, 1928",,"Southern Pacific",
"1637","Trains.  Passenger",,"San Joaquin",,"Dec. 4, 1928",,"Southern Pacific",
"1638","Trains.  Passenger",,"San Joaquin",,"May 22, 1930",,"Southern Pacific",
"1639","Trains.  Passenger",,"Senator",,,,"Southern Pacific",
"1640","Trains.  Passenger",,"Shasta Daylight",,,,"Southern Pacific",
"1641","Trains.  Passenger",,"Shasta Daylight.  Discontinuances",,,,"Southern Pacific",
"1642","Trains.  Passenger",,"Shasta Daylight.  History",,,,"Southern Pacific",
"1643","Trains.  Passenger",,"Shasta Daylight.  History.  A call for restoration to service of the Shasta Daylight passenger train between San Francisco, California and Portland, Oregon, and a call for an investigation of SP passenger service",,"1967",,"Southern Pacific",
"1644","Trains.  Passenger",,"Shasta Daylight",,"1949",,"Southern Pacific",
"1645","Trains.  Passenger",,"Shasta Daylight",,"Jun. 10, 1949",,"Southern Pacific",
"1646","Trains.  Passenger",,"Shasta Daylight",,"Jun. 15, 1949",,"Southern Pacific",
"1647","Trains.  Passenger",,"Shasta Daylight",,"Oct. 5, 1949",,"Southern Pacific",
"1648","Trains.  Passenger",,"Shasta Daylight",,"May 22, 1950",,"Southern Pacific",
"1649","Trains.  Passenger",,"Shasta Daylight",,"Apr. 29, 1951",,"Southern Pacific",
"1650","Trains.  Passenger",,"Shasta Daylight",,"Jul. 19, 1951",,"Southern Pacific",
"1651","Trains.  Passenger",,"Shasta Daylight",,"Aug. 15, 1951",,"Southern Pacific",
"1652","Trains.  Passenger",,"Shasta Daylight",,"May 1952",,"Southern Pacific",
"1653","Trains.  Passenger",,"Shasta Daylight",,"Jan. 1955",,"Southern Pacific",
"1654","Trains.  Passenger",,"Shasta Daylight",,"Apr. 29, 1956",,"Southern Pacific",
"1655","Trains.  Passenger",,"Shasta Daylight",,"Feb. 28, 1957",,"Southern Pacific",
"1656","Trains.  Passenger",,"Shasta Daylight",,"Apr. 28, 1957",,"Southern Pacific",
"1657","Trains.  Passenger",,"Shasta Daylight",,"Jan. 1958",,"Southern Pacific",
"1658","Trains.  Passenger",,"Shasta Daylight",,"Apr. 27, 1958",,"Southern Pacific",
"1659","Trains.  Passenger",,"Shasta Daylight",,"1959",,"Southern Pacific",
"1660","Trains.  Passenger",,"Shasta Daylight",,"Apr. 24, 1960",,"Southern Pacific",
"1661","Trains.  Passenger",,"Shasta Daylight",,"1966",,"Southern Pacific",
"1662","Trains.  Passenger",,"Shasta Limited",,"1911",,"Southern Pacific",
"1663","Trains.  Passenger",,"Shasta Limited",,"Jul. 1, 1914",,"Southern Pacific",
"1664","Trains.  Passenger",,"Shore Line Limited",,,,"Southern Pacific",
"1665","Trains.  Passenger",,"Starlight",,,,"Southern Pacific",
"1666","Trains.  Passenger",,"Starlight",,"Feb. 1, 1954",,"Southern Pacific",
"1667","Trains.  Passenger",,"Starlight",,"Mar. 15, 1955",,"Southern Pacific",
"1668","Trains.  Passenger",,"Starlight / Sunbeam",,,,"Southern Pacific",
"1669","Trains.  Passenger",,"Sunset Limited.  History",,,,"Southern Pacific",
"1670","Trains.  Passenger",,"Sunset Limited",,,,"Southern Pacific",
"1671","Trains.  Passenger",,"Sunset Limited",,"1896",,"Southern Pacific",
"1672","Trains.  Passenger",,"Sunset Limited",,"1896",,"Southern Pacific",
"1673","Trains.  Passenger",,"Sunset Limited",,"Oct. 20, 1924",,"Southern Pacific",
"1674","Trains.  Passenger",,"Sunset Limited",,"Apr. 23, 1927",,"Southern Pacific",
"1675","Trains.  Passenger",,"Sunset Limited",,"Mar. 28, 1930",,"Southern Pacific",
"1676","Trains.  Passenger",,"Sunset Limited",,"Jul. 1935",,"Southern Pacific",
"1677","Trains.  Passenger",,"Sunset Limited",,"Jul. 1939",,"Southern Pacific",
"1678","Trains.  Passenger",,"Sunset Limited",,"May 18, 1946",,"Southern Pacific",
"1679","Trains.  Passenger",,"Sunset Limited",,"Jul. 8, 1946",,"Southern Pacific",
"1680","Trains.  Passenger",,"Sunset Limited",,"Jun. 1957",,"Southern Pacific",
"1681","Trains.  Passenger",,"Sunset Limited",,"Mar. 14, 1947",,"Southern Pacific",
"1682","Trains.  Passenger",,"Sunset Limited",,"May 29, 1950",,"Southern Pacific",
"1683","Trains.  Passenger",,"Sunset Limited",,"Jun. 1950",,"Southern Pacific",
"1684","Trains.  Passenger",,"Sunset Limited",,"Jul. 11, 1950",,"Southern Pacific",
"1685","Trains.  Passenger",,"Sunset Limited",,"Jan. 1951",,"Southern Pacific",
"1686","Trains.  Passenger",,"Sunset Limited",,"Jun. 1952",,"Southern Pacific",
"1687","Trains.  Passenger",,"Sunset Limited",,"Aug. 27, 1954",,"Southern Pacific",
"1688","Trains.  Passenger",,"Sunset Limited",,"Dec. 1954",,"Southern Pacific",
"1689","Trains.  Passenger",,"Sunset Limited",,"Nov. 1956",,"Southern Pacific",
"1690","Trains.  Passenger",,"Sunset Limited.  Discontinuances",,,,"Southern Pacific",
"1691","Trains.  Passenger",,"Treasure Island Special",,"1940",,"Southern Pacific",
"1692","Trains.  Passenger",,"West Coast",,,,"Southern Pacific",
"1693","Trains.  Passenger",,"West Coast",,"Nov. 22, 1955",,"Southern Pacific",
"1694","Trains.  Passenger.  Special",,"Dixieland Jazz Express",,"1989",,"Southern Pacific",
"1695","Trains.  Passenger.  Special",,"Demonstration",,,,"Southern Pacific",
"1696","Trains.  Passenger.  Special",,"Exhibition",,,,"Southern Pacific",
"1697","Trains.  Passenger.  Special",,"Football",,,,"Southern Pacific",
"1698","Trains.  Passenger.  Special",,"Holiday Special",,,,"Southern Pacific",
"1699","Trains.  Passenger.  Special",,"Hospital",,,,"Southern Pacific",
"1700","Trains.  Passenger.  Special",,"Olympic",,,,"Southern Pacific",
"1701","Trains.  Passenger.  Special",,"Postal service",,,,"Southern Pacific",
"1702","Trains.  Passenger.  Special",,"Presidential",,,,"Southern Pacific",
"1703","Trains.  Passenger.  Special",,"Prosperity Special",,,,"Southern Pacific",
"1704","Trains.  Passenger.  Special",,"Royal Scot",,,,"Southern Pacific",
"1705","Trains.  Passenger.  Special",,"Ski Hut / Snowball",,,,"Southern Pacific",
"1706","Trains.  Passenger.  Special",,"Suntan.  History",,,,"Southern Pacific",
"1707","Trains.  Passenger.  Special",,"Suntan",,,,"Southern Pacific",
"1708","Trains.  Passenger.  Special",,"Suntan",,"Jun. 14-Sep. 6",,"Southern Pacific",
"1709","Trains.  Passenger.  Special",,"Suntan",,"Jun. 17-Sep. 2",,"Southern Pacific",
"1710","Trains.  Passenger.  Special",,"Suntan",,"Jun. 19-Sep. 4",,"Southern Pacific",
"1711","Trains.  Passenger.  Special",,"Suntan",,"Jun. 20-Sep. 5",,"Southern Pacific",
"1712","Trains.  Passenger.  Special",,"Suntan",,"Jun. 21-Sep. 6",,"Southern Pacific",
"1713","Trains.  Passenger.  Special",,"Suntan",,"Jun. 24-Sep. 2",,"Southern Pacific",
"1714","Trains.  Passenger.  Special",,,,"1992",,"Southern Pacific",
"1715","Trains.  Passenger.  Special",,,,"1993",,"Southern Pacific",
"1716","Transportation Department",,,,,,"Southern Pacific",
"1717","Transportation Department.  Examinations",,"Questions for preliminary examination of brakemen, firemen, yardmen and hostlers in the Transportation Department.  Record or examination book of rules and regulations.  Questions of new and promoted employees",,,,"Southern Pacific",
"1718","Transportation Department.  Examinations",,"Questionnaire for preliminary examination of employees of the Transportation Department on the important changes made in the book of rules",,"Jan. 1, 1923",,"Southern Pacific",
"1719","Transportation Department.  Examinations",,"Brakemen, firemen, switchmen, hostler.  Examination on rules and regulations","CS 2186 E","Jan. 1, 1923",,"Southern Pacific",
"1720","Transportation Department.  Examinations",,"Brakemen, firemen, switchmen, hostler.  Examination on rules and regulations","S 2186",,,"Southern Pacific",
"1721","Transportation Department.  Examinations",,"Train order / signal operators.  Examination on rules and regulations","S 2186 B",,,"Southern Pacific",
"1722","Transportation Department.  Examinations",,"Train dispatchers, conductors, engineers.  Examination on rules and regulations","S 2186",,,"Southern Pacific",
"1723","Transportation Department.  Examinations",,"Questions for examination of nw and promoted employees",,,,"Southern Pacific",
"1724","Transportation Department",,"List of operating rulebooks",,,,"Southern Pacific",
"1725","Transportation Department",,"Rules and regulations.  Oregon Lines",,"1907",,"Southern Pacific",
"1726","Transportation Department",,"Rules and regulations.  Pacific System",,"1907",,"Southern Pacific",
"1727","Transportation Department",,"Rules and regulations.  Pacific System",,"1923",,"Southern Pacific",
"1728","Transportation Department",,"Rules and regulations.  Pacific System",,"1930",,"Southern Pacific",
"1729","Transportation Department",,"Rules and regulations.  Pacific Lines",,"1943",,"Southern Pacific",
"1730","Transportation Department",,"Rules and regulations.  Pacific Lines",,"1951",,"Southern Pacific",
"1731","Transportation Department",,"Rules and regulations.  Pacific Lines",,"1960",,"Southern Pacific",
"1732","Transportation Department",,"Rules and regulations",,"1969",,"Southern Pacific",
"1733","Transportation Department",,"Rules and regulations",,"1976",,"Southern Pacific",
"1734","Transportation Department",,"Rules and regulations",,"1983",,"Southern Pacific",
"1735","Trucks",,,,,,"Southern Pacific",
"1736","Tucson Division",,"Special notices",,,,"Southern Pacific",
"1737","Tucson Division",,"Yearbook",,"1989",,"Southern Pacific",
"1738","Tunnels",,,,,,"Southern Pacific",
"1739","Turntables",,,,,,"Southern Pacific",
"1740","Unions.  Switchmen's Union of North America",,"National Agreement A, five day work week and interpretation agreements, applicable to switchmen",,"Jul. 15, 1952",,"Southern Pacific",
"1741","Unions.  Switchmen's Union of North America",,"Union shop agreement, between SP Company (Pacific Lines) and the employees represented by Switchmen's Union of North America",,"Jul. 12, 1955",,"Southern Pacific",
"1742","Unions.  Switchmen's Union of North America",,"Agreement between the Southern Pacific Company (Pacific Lines) excluding former El Paso & Southwestern System and Nogales, Arizona yards and its switchmen and switch tenders",,"Sep. 1, 1956",,"Southern Pacific",
"1743","Unions.  Switchmen's Union of North America",,"Agreement between the Southern Pacific Company (Pacific Lines) excluding former El Paso & Southwestern System and Nogales, Arizona yards and its switchmen and switch tenders",,"Mar. 1, 1965",,"Southern Pacific",
"1744","Unions.  Switchmen's Union of North America",,"Complaints before the Interstate Commerce Commission",,,,"Southern Pacific",
"1745","Unions.  Swtichmen's Union of North America",,"Local agreements, switchmen, Sacramento-Shasta Divisions",,"Jan. 1, 1969",,"Southern Pacific",
"1746","Unions.  Swtichmen's Union of North America",,"Schedule of pay and regulations for employees in yard service on the lines formerly operated by the El Paso & Southwestern Railroad Company",,"Nov. 1, 1962",,"Southern Pacific",
"1747","Valuation Reports",,"Interstation Commerce Commission Valuation Docket 1008",,,,"Southern Pacific",
"1748","Victory liberty loans",,,"DS 1195",,,"Southern Pacific",
"1749","Wages",,,,,,"Southern Pacific",
"1750","Warehouses",,,,,,"Southern Pacific",
"1751","Watch inspectors",,"Rules",,"Oct. 1, 1939",,"Southern Pacific",
"1752","Water softening plants",,"Rules",,"Oct. 1, 1939",,"Southern Pacific",
"1753","Weather stations",,,,,,"Southern Pacific",
"1754","Wood Preservation Plant",,,,,,"Southern Pacific",
"1755","War efforts.  World War II",,"ABCs of wartime travel",,"1946",,"Southern Pacific",
"1756","War efforts.  World War II",,"Civilian defense",,,,"Southern Pacific",
"1757","War efforts.  World War II",,"Espionage Act of 1918",,,,"Southern Pacific",
"1758","War efforts.  World War II",,"Fares",,,,"Southern Pacific",
"1759","War efforts.  World War II",,"History",,,,"Southern Pacific",
"1760","War efforts.  World War II",,"History.  Standard Oil",,"1945",,"Southern Pacific",
"1761","War efforts.  World War II",,"How can we help...",,"1941",,"Southern Pacific",
"1762","War efforts.  World War II",,"Identification service",,,,"Southern Pacific",
"1763","War efforts.  World War II",,"Insignia",,,,"Southern Pacific",
"1764","War efforts.  World War II",,"More power for national defense",,,,"Southern Pacific",
"1765","War efforts.  World War II",,"Railroad map of US for men in uniform",,,,"Southern Pacific",
"1766","War efforts.  World War II",,"More power for national defense",,,,"Southern Pacific",
"1767","War efforts. World War II",,"Rooms for rent",,,,"Southern Pacific",
"1768","War efforts. World War II",,"Service men",,,,"Southern Pacific",
"1769","War efforts. World War II",,"Short way home",,,,"Southern Pacific",
"1770","War efforts. World War II",,"So more people can ride",,,,"Southern Pacific",
"1771","War efforts. World War II",,"This way may seem a long way home",,"1944",,"Southern Pacific",
"1772","War efforts.  World War II",,"Tips on train travel",,,,"Southern Pacific",
"1773","War efforts.  World War II",,"To all Passenger Department employees",,,,"Southern Pacific",
"1774","War efforts.  World War II",,"To help more people",,,,"Southern Pacific",
"1775","War efforts.  World War II",,"To our patrons",,,,"Southern Pacific",
"1776","War efforts.  World War II",,"Train tip",,,,"Southern Pacific",
"1777","War efforts.  World War II",,"Troop trains",,,,"Southern Pacific",
"1778","War efforts.  World War II",,"V day at Fort Ord",,,,"Southern Pacific",
"1779","War efforts.  World War II",,"We need some information",,"1942",,"Southern Pacific",
"1780","War efforts.  World War II",,"Welcome to the SP",,,,"Southern Pacific",
"1781","War efforts.  World War II",,"Why it pays to get a war job",,"Oct. 1, 1943",,"Southern Pacific",
"1782","Western Division",,,,,,"Southern Pacific",
"1783","Western Division",,"Bulletins",,,,"Southern Pacific",
"1784","Western Division",,"Profiles",,,,"Southern Pacific",
"1785","Western Division",,"Notices",,"1971",,"Southern Pacific",
"1786","Western Division",,"Special Notices",,"1931",,"Southern Pacific",
"1787","Western Division",,"Special Notices and Circulars",,"1946",,"Southern Pacific",
"1788","Western Division",,"Special Notices and Circulars",,"1954",,"Southern Pacific",
"1789","Western Division",,"Special Notices and Circulars",,"1956",,"Southern Pacific",
"1790","Western Division",,"Special Notices and Circulars",,"1957",,"Southern Pacific",
"1791","Western Division",,"Special Notices",,"1958",,"Southern Pacific",
"1792","Western Division",,"Special Notices",,"1960",,"Southern Pacific",
"1793","Western Division",,"Special Notices",,"1965",,"Southern Pacific",
"1794","Western Division",,"Special Notices",,"1966",,"Southern Pacific",
"1795","Western Division",,"Special Notices",,"1967",,"Southern Pacific",
"1796","Western Division",,"Special Notices",,"1969",,"Southern Pacific",
"1797","Western Division",,"Special Notices",,"1970",,"Southern Pacific",
"1798","Western Division",,"Special Notices",,"1971",,"Southern Pacific",
"1799","Western Division",,"Special Notices and Instructions",,"Jan. 1, 1974",,"Southern Pacific",
"1800","Western Division",,"Special Notices and Instructions",,"Jan. 1, 1977",,"Southern Pacific",
"1801","Western Division",,"Special Notices and Instructions",,"Jan. 1, 1979",,"Southern Pacific",
"1802","Western Division",,"Special Notices and Instructions",,"Jan. 1, 1980",,"Southern Pacific",
"1803","Western Division",,"Special Notices and Instructions",,"Jan. 1, 1981",,"Southern Pacific",
"1804","Western Division",,"Special Notices and Instructions",,"1984",,"Southern Pacific",
"1805","Western Division",,"Training schedules, fares and procedures",,,,"Southern Pacific",
"1806","Western Division.  Electric Lines",,"Bulletins",,,,"Southern Pacific",
"1807","Western Division.  Electric Division",,"Special notices",,,,"Southern Pacific",
"1808","Accidents",,,,"Jan. 25, 1896",,"Southern Pacific",
"1809","Accidents",,,,"Aug. 1899",,"Southern Pacific",
"1810","Accidents",,,,"1906",,"Southern Pacific",
"1811","Accidents",,,,"1912",,"Southern Pacific",
"1812","Accidents",,,,"1922",,"Southern Pacific",
"1813","Accidents",,,,"1928","California.  Cantara","Southern Pacific",
"1814","Accidents",,,,"Aug. 3, 1934","California.  Manteca","Southern Pacific",
"1815","Accidents",,,,"Sep. 12, 1938","Oregon.  Jasper","Southern Pacific",
"1816","Accidents",,,,"Aug. 12, 1939",,"Southern Pacific",
"1817","Accidents",,,,"1940",,"Southern Pacific",
"1818","Accidents",,,,"1941",,"Southern Pacific",
"1819","Accidents",,,,"1942",,"Southern Pacific",
"1820","Accidents",,,,"Sep. 1, 1945","California.  Emeryville","Southern Pacific",
"1821","Accidents",,,,"Nov. 11, 1946","Arizona.  Bosque","Southern Pacific",
"1822","Accidents",,,,"1948",,"Southern Pacific",
"1823","Accidents",,,,"1949",,"Southern Pacific",
"1824","Accidents",,,,"1952",,"Southern Pacific",
"1825","Accidents",,,,"1964",,"Southern Pacific",
"1826","Accidents",,,,"Dec. 9, 1964",,"Southern Pacific",
"1827","Accidents",,,,"Jul. 14, 1991","California.  Cantara Loop","Southern Pacific",
"1828","Yards",,,,,"California.  Englewood","Southern Pacific",
"1829","Yards",,,,,"California.  City of Industry","Southern Pacific",
"1830","Yards",,,,,"California. Roseville","Southern Pacific",
"1831","Yards",,,,,"California. San Francisco","Southern Pacific",
"1832","Yards",,,,,"California.  Taylor (Los Angeles)","Southern Pacific",
"1833","Yards",,,,,"California.  West Colton","Southern Pacific",
"1834","Yards",,,,,"Oregon. Eugene","Southern Pacific",
"1835","Yards",,,,,"Texas.  Dallas","Southern Pacific",
"1836","Personnel",,"On board service training program",,,,"Amtrak",
"1837","Personnel",,"Rules of conduct",,,,"Amtrak",
"1838","Locomotives.  Diesel",,"Assignments",,,,"Atchison, Topeka & Santa Fe",
"1839","Personnel",,"Locomotive engineers.  Examinations. [By date]",,,,"Atchison, Topeka & Santa Fe",
"1840","Personnel",,"Locomotive engineers.  Instructions",,,,"Atchison, Topeka & Santa Fe",
"1841","Personnel",,"Locomotive engineers. Revision of schedules",,,,"Atchison, Topeka & Santa Fe",
"1842","Personnel",,"Locomotive engineers.  Rules. [By date]",,,,"Atchison, Topeka & Santa Fe",
"1843","Personnel",,"Locomotive engineers, firemen, etc.  Revision of schedule",,"1925",,"Atchison, Topeka & Santa Fe",
"1844","Personnel",,"Locomotive firemen.  Rules",,"1902",,"Atchison, Topeka & Santa Fe",
"1845",,,,,,,"Georgetown Railroad",
"1846",,,,,,,"Diablo Valley Line",
"1847",,,,,,,"Columbus, Sandusky & Hocking",
"1848",,,,,,,"Lowville and Beaver River",
"1849",,,,,,,"Ogden Rapid Transit Company",
"1850",,,,,,,"International Great Northern / San Antonio Uvalde and Gulf / Asherton and Gulf",
"1851",,,,,,,"Peoria and Pekin Union",
"1852",,,,,,,"Yosemite Short Line Railway",
"1853",,,,,,,"Uintah",
"1854",,,,,,,"Willamette Valley Electric Railway",
"1855",,,,,,,"Maine Central / Portland Terminal",
"1856",,,,,,,"Maine Narrow Gauge",
"1857",,,,,,"Illinois. Chicago","Metropolitan West Side Elevated Railway",
"1858",,,,,,,"Tri County Commuter Rail Authority",
"1859",,,,,,,"Chicago Union Station Company",
"1860","Personnel.  Deaths of active and retired employees",,,,,,"Southern Pacific",
"1861","Wrecks|DO NOT USE|Preferred Subject: Accidents",,,,,,,
"1862","Maintenance of way and structures",,"Rules and instructions for the maintenance of way and structures and engineering",,"Mar. 1, 1990",,"Southern Pacific",
"1863","Clubs",,,,,"California. Los Angeles","Southern Pacific",
"1864","War efforts.  World War II",,"Women Railroad Workers",,,,"Southern Pacific",
"1865",,,,,,,"Mount Diablo Coal Mine Railroad",
"1866",,,,,,,"Morrison Knudsen Inc",
